64 64 0 0 -1 0 0 0 0 -1 0 0 0 0 0 -1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 1 0 0 0 0 0 1 0 1 -1 0 0 0 -1 0 -1 1 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 1 0 0 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 -1 0 -1 -1 0 0 0 1 1 0 0 0 0 -1 0 0 0 0 1 -1 0 1 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 -1 -1 0 0 0 1 0 0 0 0 -1 0 1 1 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 -1 -1 0 0 0 -1 0 0 1 0 1 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 -1 0 0 0 0 0 -1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 -1 0 -1 0 0 -1 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 -1 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1 1 0
1 2 0
0 2 -1
63 2 0
62 2 0
61 2 0
60 2 0
59 2 -1
59 3 0
60 3 0
61 3 0
62 3 0
63 3 0
63 4 -1
0 4 0
1 4 1
2 4 0
3 4 0
4 4 0
5 4 0
6 4 0
7 4 1
8 4 0
9 4 0
10 4 0
11 4 0
12 4 0
13 4 0
14 4 0
15 4 1
16 4 0
17 4 0
18 4 0
19 4 0
20 4 1
21 4 0
22 4 0
22 3 0
21 3 1
20 3 -1
19 3 -1
18 3 0
17 3 0
16 3 0
15 3 0
14 3 0
13 3 0
12 3 0
11 3 0
10 3 0
9 3 0
8 3 0
8 2 0
7 2 0
7 3 -1
6 3 0
5 3 0
4 3 -1
3 3 0
3 2 0
4 2 1
5 2 -1
6 2 0
6 1 0
7 1 0
8 1 0
9 1 0
10 1 0
11 1 0
12 1 1
13 1 0
14 1 0
15 1 0
16 1 0
17 1 0
18 1 0
19 1 0
19 2 1
20 2 1
21 2 -1
22 2 0
23 2 0
24 2 0
25 2 0
26 2 0
27 2 0
28 2 0
29 2 0
30 2 0
31 2 0
32 2 0
33 2 0
34 2 0
35 2 0
36 2 0
37 2 0
38 2 0
39 2 0
40 2 0
41 2 0
42 2 1
43 2 1
44 2 0
44 1 0
43 1 -1
42 1 0
41 1 0
40 1 0
39 1 0
38 1 0
37 1 0
36 1 0
35 1 0
34 1 0
33 1 0
32 1 0
31 1 0
30 1 0
29 1 -1
28 1 1
27 1 1
26 1 0
25 1 0
24 1 0
23 1 0
22 1 0
21 1 1
20 1 0
20 0 1
21 0 -1
22 0 0
23 0 0
23 63 0
22 63 -1
22 62 0
21 62 -1
21 63 1
20 63 0
19 63 0
19 0 -1
18 0 0
17 0 0
16 0 0
15 0 0
14 0 0
13 0 1
12 0 0
11 0 0
10 0 0
9 0 0
8 0 0
7 0 0
6 0 0
5 0 0
4 0 0
4 1 -1
3 1 0
2 1 0
2 0 0
3 0 0
3 63 0
4 63 0
5 63 0
6 63 0
7 63 0
8 63 0
9 63 0
10 63 0
11 63 0
12 63 1
12 62 0
12 61 0
13 61 0
13 62 0
13 63 -1
14 63 0
15 63 1
16 63 0
17 63 0
17 62 -1
16 62 1
15 62 -1
14 62 0
14 61 0
15 61 0
16 61 0
17 61 0
18 61 0
19 61 0
20 61 0
20 60 0
19 60 0
19 59 0
20 59 0
21 59 0
22 59 1
23 59 1
23 60 0
22 60 0
21 60 1
21 61 1
22 61 0
23 61 0
24 61 0
24 60 0
24 59 -1
25 59 0
26 59 0
27 59 0
27 58 0
26 58 0
25 58 0
24 58 0
23 58 -1
22 58 0
21 58 0
20 58 0
19 58 0
18 58 0
17 58 0
16 58 0
15 58 0
14 58 0
13 58 0
12 58 0
11 58 0
10 58 -1
9 58 1
8 58 1
7 58 0
6 58 0
6 57 0
7 57 0
8 57 0
9 57 0
10 57 1
11 57 1
12 57 0
13 57 0
14 57 0
15 57 0
16 57 0
17 57 1
18 57 0
19 57 0
20 57 0
21 57 0
22 57 0
23 57 0
24 57 0
25 57 0
26 57 0
27 57 0
28 57 0
29 57 0
30 57 0
31 57 0
32 57 0
33 57 0
34 57 0
35 57 0
36 57 0
37 57 0
38 57 0
39 57 1
40 57 0
41 57 0
42 57 0
43 57 0
43 56 0
42 56 0
41 56 0
40 56 0
39 56 -1
38 56 0
37 56 0
36 56 0
35 56 -1
34 56 0
33 56 0
32 56 0
31 56 0
30 56 0
29 56 0
28 56 0
27 56 0
26 56 0
25 56 0
24 56 0
23 56 0
22 56 0
21 56 0
20 56 1
20 55 -1
19 55 0
19 56 -1
18 56 0
17 56 -1
16 56 -1
15 56 0
14 56 0
14 55 0
15 55 1
16 55 1
17 55 0
18 55 0
18 54 0
17 54 0
16 54 -1
15 54 0
14 54 0
14 53 0
15 53 0
16 53 1
17 53 -1
18 53 0
19 53 1
20 53 0
20 52 0
21 52 -1
22 52 0
22 51 0
21 51 0
20 51 0
19 51 0
19 52 -1
18 52 0
17 52 0
16 52 0
15 52 0
14 52 0
13 52 0
12 52 0
11 52 0
10 52 0
9 52 0
8 52 0
7 52 0
6 52 0
5 52 0
4 52 0
3 52 0
2 52 1
1 52 0
0 52 0
63 52 1
62 52 -1
61 52 0
60 52 0
59 52 0
58 52 0
57 52 0
57 51 0
58 51 0
59 51 0
60 51 0
61 51 0
62 51 1
63 51 -1
0 51 0
1 51 0
1 50 0
0 50 0
63 50 0
63 49 0
62 49 -1
62 50 -1
61 50 0
60 50 0
59 50 0
58 50 1
57 50 0
56 50 0
55 50 0
55 49 0
56 49 -1
56 48 0
57 48 1
57 49 1
58 49 -1
59 49 0
60 49 0
61 49 0
61 48 0
60 48 0
60 47 0
61 47 0
62 47 0
62 48 1
63 48 0
0 48 0
1 48 0
2 48 0
3 48 0
4 48 0
5 48 0
6 48 0
7 48 0
8 48 0
9 48 0
10 48 0
11 48 0
12 48 1
13 48 0
13 47 0
12 47 -1
11 47 0
10 47 1
9 47 0
8 47 0
7 47 0
6 47 0
5 47 0
4 47 0
3 47 0
2 47 0
1 47 0
0 47 0
63 47 0
63 46 0
0 46 0
1 46 0
2 46 1
3 46 0
4 46 0
5 46 1
6 46 0
6 45 1
7 45 0
7 44 -1
6 44 -1
5 44 0
4 44 0
3 44 0
2 44 -1
2 45 0
1 45 0
1 44 1
1 43 0
2 43 1
3 43 0
4 43 0
5 43 0
6 43 0
7 43 1
8 43 -1
9 43 0
10 43 0
11 43 0
12 43 0
13 43 0
14 43 0
15 43 0
16 43 0
17 43 0
18 43 0
19 43 0
20 43 0
21 43 0
22 43 0
23 43 0
24 43 0
25 43 0
26 43 1
27 43 0
28 43 0
29 43 0
30 43 0
30 42 0
29 42 0
28 42 0
27 42 0
26 42 -1
25 42 0
24 42 0
24 41 0
25 41 0
26 41 1
27 41 0
28 41 0
29 41 0
30 41 0
31 41 0
31 40 0
30 40 0
29 40 0
28 40 0
27 40 0
26 40 -1
25 40 0
24 40 0
23 40 0
22 40 0
21 40 0
20 40 0
20 39 0
21 39 0
22 39 0
23 39 0
24 39 0
25 39 0
26 39 1
27 39 1
28 39 0
28 38 1
27 38 0
26 38 -1
25 38 0
24 38 0
23 38 0
23 37 0
24 37 0
25 37 -1
25 36 0
26 36 0
26 37 1
27 37 0
27 36 1
28 36 0
29 36 0
30 36 0
31 36 0
31 37 0
30 37 0
30 38 1
31 38 0
32 38 0
32 39 -1
33 39 0
34 39 -1
35 39 0
36 39 0
37 39 -1
38 39 0
39 39 0
40 39 0
41 39 -1
42 39 0
43 39 -1
44 39 0
45 39 0
46 39 0
47 39 0
48 39 0
49 39 0
50 39 0
51 39 -1
52 39 0
53 39 0
54 39 0
55 39 0
56 39 0
57 39 0
57 38 0
56 38 0
55 38 0
54 38 1
53 38 0
52 38 0
51 38 1
50 38 -1
49 38 0
48 38 0
47 38 0
46 38 0
45 38 0
44 38 0
43 38 0
42 38 0
41 38 0
40 38 0
39 38 -1
38 38 0
38 37 0
38 36 0
37 36 0
37 37 0
37 38 1
36 38 0
35 38 0
34 38 0
33 38 0
33 37 0
34 37 0
35 37 0
36 37 0
36 36 0
35 36 -1
34 36 0
33 36 0
32 36 0
32 35 0
33 35 0
34 35 0
35 35 0
36 35 0
37 35 0
38 35 0
39 35 0
40 35 1
41 35 -1
42 35 0
42 34 0
41 34 0
40 34 -1
39 34 0
38 34 0
37 34 0
37 33 0
38 33 0
39 33 0
40 33 1
41 33 0
41 32 0
42 32 -1
43 32 0
43 31 0
42 31 0
41 31 0
40 31 0
40 32 -1
39 32 0
38 32 0
37 32 -1
36 32 0
35 32 0
34 32 0
33 32 0
32 32 0
31 32 0
31 31 0
32 31 0
33 31 0
34 31 0
35 31 0
36 31 0
37 31 1
38 31 0
39 31 0
39 30 0
54
