16 16 -1 -1 1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 -1 1 -1 -1 -1 1 -1 -1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 -1 -1 1 1 1 1 -1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 -1 1 -1 -1 1 -1 -1 1 1 1 -1 -1 1 -1 -1 -1 -1 1 1 -1 1 -1 -1 1 -1 -1 1 -1 -1 -1 1 1 1 1 1 1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 1 1 1 1 -1
1 1 -1
1 2 -1
1 3 1
0 3 1
15 3 -1
15 2 -1
0 2 -1
0 1 1
15 1 1
14 1 -1
14 0 -1
15 0 -1
0 0 -1
0 15 1
15 15 1
15 14 1
15 13 -1
0 13 1
0 14 -1
1 14 -1
1 15 -1
1 0 1
2 0 -1
3 0 -1
4 0 1
5 0 -1
5 15 -1
4 15 -1
3 15 1
2 15 1
2 14 -1
3 14 -1
3 13 -1
3 12 -1
2 12 1
2 11 -1
3 11 1
4 11 1
4 12 1
4 13 1
4 14 1
5 14 1
6 14 -1
6 15 1
6 0 1
7 0 -1
7 15 -1
7 14 1
7 13 -1
6 13 1
5 13 -1
5 12 -1
6 12 -1
6 11 -1
7 11 1
7 12 1
8 12 1
8 13 1
9 13 -1
10 13 -1
10 14 1
9 14 1
8 14 -1
8 15 1
9 15 -1
10 15 -1
11 15 -1
11 14 -1
12 14 -1
13 14 1
14 14 -1
14 13 1
13 13 -1
12 13 -1
11 13 1
11 12 -1
11 11 -1
10 11 1
10 12 1
9 12 1
9 11 -1
8 11 -1
8 10 1
7 10 -1
7 9 -1
8 9 -1
8 8 -1
7 8 1
6 8 1
5 8 -1
5 7 1
6 7 -1
7 7 -1
8 7 1
9 7 -1
10 7 -1
11 7 1
11 8 -1
12 8 -1
12 9 -1
11 9 1
11 10 1
12 10 1
12 11 1
12 12 1
13 12 1
14 12 -1
15 12 1
15 11 -1
15 10 -1
14 10 1
14 11 1
13 11 -1
13 10 -1
13 9 1
14 9 -1
15 9 1
0 9 -1
0 10 1
1 10 1
2 10 1
3 10 -1
4 10 -1
4 9 1
5 9 1
5 10 1
6 10 1
6 9 -1
78
